order_id,date,product,category,quantity,unit_price,region,payment_method,customer_id,total_price,month,year
ORD-1714,2023-08-14,Charger,Accessories,4,28.53,South,Credit Card,CUST-209,114.12,August,2023
ORD-1628,2023-01-09,Webcam,Electronics,10,70.91,South,PayPal,CUST-315,709.1,January,2023
ORD-1651,2023-09-17,Keyboard,Accessories,2,50.79,South,Cash,CUST-441,101.58,September,2023
ORD-1183,2023-12-07,USB Hub,Accessories,6,34.46,East,PayPal,CUST-346,206.76,December,2023
ORD-1137,2023-09-16,Charger,Accessories,4,15.56,North,PayPal,CUST-390,62.24,September,2023
ORD-1718,2023-09-12,Notebook,Office,7,24.76,West,Cash,CUST-237,173.32,September,2023
ORD-1080,2023-05-02,Desk Lamp,Office,8,28.46,Central,PayPal,CUST-408,227.68,May,2023
ORD-1906,2023-03-28,Laptop,Electronics,10,947.6,South,PayPal,CUST-182,9476.0,March,2023
ORD-1545,2023-07-15,Charger,Accessories,3,30.29,North,PayPal,CUST-437,90.87,July,2023
ORD-1165,2023-02-04,Mouse,Accessories,9,37.21,North,Bank Transfer,CUST-440,334.89,February,2023
ORD-1248,2023-02-13,Mouse,Accessories,3,38.85,South,Credit Card,CUST-244,116.55,February,2023
ORD-1307,2023-07-23,Desk Lamp,Office,8,26.58,Central,Cash,CUST-490,212.64,July,2023
ORD-1873,2023-11-24,Monitor,Electronics,8,330.69,North,Debit Card,CUST-162,2645.52,November,2023
ORD-2134,2023-07-12,Webcam,Electronics,4,65.86,Central,Debit Card,CUST-183,263.44,July,2023
ORD-1334,2023-05-05,Webcam,Electronics,10,71.52,East,Bank Transfer,CUST-163,715.2,May,2023
ORD-1097,2023-02-25,Keyboard,Accessories,5,62.62,West,Cash,CUST-257,313.1,February,2023
ORD-1560,2023-12-31,Headphones,Accessories,8,78.81,South,Credit Card,CUST-445,630.48,December,2023
ORD-2092,2023-12-02,Keyboard,Accessories,5,67.73,North,Credit Card,CUST-262,338.65,December,2023
ORD-1967,2023-05-17,Desk Lamp,Office,3,25.15,North,Debit Card,CUST-293,75.45,May,2023
ORD-1865,2023-02-07,Mouse,Accessories,5,36.28,East,Credit Card,CUST-229,181.4,February,2023
ORD-1785,2023-10-21,Monitor,Electronics,8,317.16,West,Bank Transfer,CUST-128,2537.28,October,2023
ORD-2138,2023-09-30,Headphones,Accessories,2,84.39,Central,PayPal,CUST-159,168.78,September,2023
ORD-2157,2023-12-27,Desk Lamp,Office,1,35.33,Central,PayPal,CUST-186,35.33,December,2023
ORD-1302,2023-09-14,Notebook,Office,5,15.71,West,Bank Transfer,CUST-207,78.55,September,2023
ORD-2049,2023-01-21,Mouse,Accessories,9,39.89,South,Bank Transfer,CUST-296,359.01,January,2023
ORD-1388,2023-06-05,Laptop,Electronics,1,960.19,West,Cash,CUST-317,960.19,June,2023
ORD-1235,2023-02-16,Monitor,Electronics,10,321.37,North,Debit Card,CUST-238,3213.7,February,2023
ORD-1979,2023-06-17,Desk Lamp,Office,7,43.8,North,Bank Transfer,CUST-201,306.6,June,2023
ORD-1812,2023-03-04,Mouse,Accessories,9,39.59,North,Credit Card,CUST-146,356.31,March,2023
ORD-1305,2023-07-01,Notebook,Office,4,22.63,East,Cash,CUST-317,90.52,July,2023
ORD-1881,2023-09-23,Notebook,Office,2,11.25,West,Debit Card,CUST-254,22.5,September,2023
ORD-2039,2023-07-11,Laptop,Electronics,1,955.25,Central,Credit Card,CUST-143,955.25,July,2023
ORD-1249,2023-01-27,Laptop,Electronics,7,948.3,West,Credit Card,CUST-290,6638.1,January,2023
ORD-1867,2023-08-27,Headphones,Accessories,3,92.36,Central,Debit Card,CUST-296,277.08,August,2023
ORD-1850,2023-03-08,Keyboard,Accessories,9,66.17,North,PayPal,CUST-285,595.53,March,2023
ORD-1071,2023-10-04,Mouse,Accessories,3,26.63,North,Cash,CUST-328,79.89,October,2023
ORD-1094,2023-07-05,Charger,Accessories,3,18.99,East,Cash,CUST-245,56.97,July,2023
ORD-1622,2023-08-23,Keyboard,Accessories,7,53.97,Central,Credit Card,CUST-119,377.79,August,2023
ORD-1033,2023-02-20,Monitor,Electronics,5,331.53,Central,Debit Card,CUST-441,1657.65,February,2023
ORD-2034,2023-11-09,Mouse,Accessories,10,34.97,Central,Debit Card,CUST-289,349.7,November,2023
ORD-1448,2023-11-20,Notebook,Office,5,10.04,South,Bank Transfer,CUST-402,50.2,November,2023
ORD-1445,2023-12-14,Webcam,Electronics,5,73.48,West,Bank Transfer,CUST-302,367.4,December,2023
ORD-1051,2023-01-11,Notebook,Office,2,21.08,West,Debit Card,CUST-416,42.16,January,2023
ORD-1692,2023-04-13,USB Hub,Accessories,2,49.47,West,PayPal,CUST-321,98.94,April,2023
ORD-1077,2023-03-09,Charger,Accessories,5,22.9,North,Credit Card,CUST-199,114.5,March,2023
ORD-1084,2023-03-31,Monitor,Electronics,10,332.67,South,Cash,CUST-441,3326.7,March,2023
ORD-1615,2023-06-04,Laptop,Electronics,7,947.74,East,Bank Transfer,CUST-256,6634.18,June,2023
ORD-1082,2023-06-15,Webcam,Electronics,6,68.74,East,Credit Card,CUST-361,412.44,June,2023
ORD-1457,2023-05-26,Laptop,Electronics,3,952.48,East,Cash,CUST-404,2857.44,May,2023
ORD-1730,2023-10-07,Headphones,Accessories,4,79.45,South,Bank Transfer,CUST-286,317.8,October,2023
ORD-1844,2023-07-04,Monitor,Electronics,3,328.34,North,Credit Card,CUST-316,985.02,July,2023
ORD-1436,2023-09-25,Mouse,Accessories,6,38.23,North,Credit Card,CUST-153,229.38,September,2023
ORD-1666,2023-05-04,Headphones,Accessories,3,76.86,West,Cash,CUST-124,230.58,May,2023
ORD-2024,2023-10-11,Charger,Accessories,3,22.46,North,Bank Transfer,CUST-192,67.38,October,2023
ORD-1404,2023-02-16,USB Hub,Accessories,9,48.36,South,Debit Card,CUST-460,435.24,February,2023
ORD-2116,2023-03-19,Monitor,Electronics,2,328.25,South,Bank Transfer,CUST-261,656.5,March,2023
ORD-1918,2023-02-11,Charger,Accessories,8,24.81,North,PayPal,CUST-332,198.48,February,2023
ORD-2108,2023-10-21,USB Hub,Accessories,8,34.47,South,Bank Transfer,CUST-234,275.76,October,2023
ORD-1104,2023-09-24,Notebook,Office,3,14.69,Central,Cash,CUST-479,44.07,September,2023
ORD-1613,2023-05-28,Notebook,Office,5,10.4,North,Debit Card,CUST-452,52.0,May,2023
ORD-1354,2023-06-29,Notebook,Office,5,12.66,Central,Cash,CUST-413,63.3,June,2023
ORD-1062,2023-04-21,USB Hub,Accessories,3,35.18,West,Credit Card,CUST-369,105.54,April,2023
ORD-1281,2023-07-22,Laptop,Electronics,6,955.88,South,Debit Card,CUST-285,5735.28,July,2023
ORD-2102,2023-11-14,Keyboard,Accessories,2,61.03,West,PayPal,CUST-355,122.06,November,2023
ORD-1238,2023-07-12,Charger,Accessories,5,18.4,North,Bank Transfer,CUST-452,92.0,July,2023
ORD-1223,2023-06-23,USB Hub,Accessories,8,39.86,West,Cash,CUST-421,318.88,June,2023
ORD-1145,2023-10-10,Desk Lamp,Office,3,34.84,Central,Bank Transfer,CUST-351,104.52,October,2023
ORD-2194,2023-11-12,Mouse,Accessories,1,20.37,North,Bank Transfer,CUST-437,20.37,November,2023
ORD-1373,2023-08-18,Desk Lamp,Office,3,34.83,East,Bank Transfer,CUST-150,104.49,August,2023
ORD-1118,2023-02-07,USB Hub,Accessories,9,49.48,Central,Cash,CUST-206,445.32,February,2023
ORD-1921,2023-10-23,Webcam,Electronics,7,80.68,East,PayPal,CUST-490,564.76,October,2023
ORD-1250,2023-03-21,Desk Lamp,Office,9,42.8,South,Cash,CUST-498,385.2,March,2023
ORD-1727,2023-08-09,Webcam,Electronics,3,69.82,Central,PayPal,CUST-130,209.46,August,2023
ORD-1009,2023-07-18,Notebook,Office,3,9.74,Central,Debit Card,CUST-183,29.22,July,2023
ORD-1449,2023-11-28,Desk Lamp,Office,9,34.33,East,Bank Transfer,CUST-152,308.97,November,2023
ORD-2003,2023-11-02,Notebook,Office,5,23.56,Central,PayPal,CUST-160,117.8,November,2023
ORD-1593,2023-01-20,Webcam,Electronics,5,65.75,West,Debit Card,CUST-113,328.75,January,2023
ORD-1389,2023-05-21,Headphones,Accessories,9,92.34,West,Bank Transfer,CUST-209,831.06,May,2023
ORD-2131,2023-12-06,Headphones,Accessories,7,84.75,West,Credit Card,CUST-118,593.25,December,2023
ORD-2164,2023-06-28,Webcam,Electronics,4,67.78,Central,PayPal,CUST-208,271.12,June,2023
ORD-1557,2023-07-10,Desk Lamp,Office,5,25.28,South,Credit Card,CUST-491,126.4,July,2023
ORD-1460,2023-11-05,Monitor,Electronics,5,320.97,West,Bank Transfer,CUST-219,1604.85,November,2023
ORD-2178,2023-05-28,Mouse,Accessories,6,24.21,West,Bank Transfer,CUST-268,145.26,May,2023
ORD-1144,2023-11-30,Headphones,Accessories,8,92.63,East,Credit Card,CUST-383,741.04,November,2023
ORD-1501,2023-04-26,Mouse,Accessories,2,25.17,West,Credit Card,CUST-191,50.34,April,2023
ORD-2181,2023-08-15,Headphones,Accessories,1,75.45,West,Debit Card,CUST-448,75.45,August,2023
ORD-1539,2023-07-08,Keyboard,Accessories,7,53.54,Central,PayPal,CUST-326,374.78,July,2023
ORD-1177,2023-10-15,Notebook,Office,8,17.98,North,PayPal,CUST-352,143.84,October,2023
ORD-1596,2023-12-23,USB Hub,Accessories,4,40.69,East,PayPal,CUST-274,162.76,December,2023
ORD-1796,2023-04-06,Headphones,Accessories,8,85.61,West,Cash,CUST-303,684.88,April,2023
ORD-1661,2023-05-10,Keyboard,Accessories,6,53.41,Central,Cash,CUST-138,320.46,May,2023
ORD-1078,2023-01-08,USB Hub,Accessories,7,30.59,West,PayPal,CUST-351,214.13,January,2023
ORD-1007,2023-10-03,Desk Lamp,Office,8,33.7,Central,Debit Card,CUST-329,269.6,October,2023
ORD-1701,2023-01-19,Desk Lamp,Office,3,38.56,West,Cash,CUST-363,115.68,January,2023
ORD-1966,2023-03-04,Headphones,Accessories,7,85.76,South,PayPal,CUST-301,600.32,March,2023
ORD-1357,2023-05-01,Monitor,Electronics,8,315.75,West,Cash,CUST-391,2526.0,May,2023
ORD-1329,2023-12-20,Headphones,Accessories,4,93.22,Central,PayPal,CUST-441,372.88,December,2023
ORD-2171,2023-10-06,Desk Lamp,Office,4,39.35,South,Bank Transfer,CUST-313,157.4,October,2023
ORD-2124,2023-02-01,USB Hub,Accessories,8,48.97,South,Bank Transfer,CUST-325,391.76,February,2023
ORD-1258,2023-12-05,Monitor,Electronics,7,320.31,Central,Debit Card,CUST-357,2242.17,December,2023
ORD-1997,2023-10-26,Desk Lamp,Office,9,37.83,Central,Cash,CUST-369,340.47,October,2023
ORD-1372,2023-10-24,Charger,Accessories,7,20.61,East,Cash,CUST-471,144.27,October,2023
ORD-1886,2023-06-15,Charger,Accessories,8,30.62,East,Bank Transfer,CUST-207,244.96,June,2023
ORD-1931,2023-11-18,USB Hub,Accessories,6,34.27,Central,Credit Card,CUST-305,205.62,November,2023
ORD-1950,2023-04-15,Notebook,Office,1,23.9,North,Bank Transfer,CUST-263,23.9,April,2023
ORD-1525,2023-07-30,Monitor,Electronics,7,320.97,East,Cash,CUST-233,2246.79,July,2023
ORD-1933,2023-05-29,Laptop,Electronics,1,952.22,Central,Cash,CUST-421,952.22,May,2023
ORD-1332,2023-08-12,Mouse,Accessories,7,27.76,South,PayPal,CUST-149,194.32,August,2023
ORD-1859,2023-07-29,Headphones,Accessories,5,80.01,North,Cash,CUST-478,400.05,July,2023
ORD-1765,2023-12-14,Headphones,Accessories,3,79.43,East,PayPal,CUST-323,238.29,December,2023
ORD-1440,2023-07-10,Headphones,Accessories,1,80.05,North,PayPal,CUST-437,80.05,July,2023
ORD-1531,2023-05-26,Keyboard,Accessories,2,61.39,South,Bank Transfer,CUST-491,122.78,May,2023
ORD-1226,2023-04-03,USB Hub,Accessories,4,32.03,East,PayPal,CUST-148,128.12,April,2023
ORD-1228,2023-10-17,Laptop,Electronics,3,962.28,East,Cash,UNKNOWN,2886.84,October,2023
ORD-2111,2023-04-08,Headphones,Accessories,6,80.82,North,Credit Card,UNKNOWN,484.92,April,2023
ORD-1212,2023-10-13,Desk Lamp,Office,4,33.93,West,PayPal,CUST-425,135.72,October,2023
ORD-1079,2023-07-03,Headphones,Accessories,4,88.66,South,Bank Transfer,CUST-262,354.64,July,2023
ORD-1148,2023-08-20,Keyboard,Accessories,8,51.81,West,Cash,CUST-399,414.48,August,2023
ORD-1672,2023-03-10,USB Hub,Accessories,7,37.71,Central,Bank Transfer,CUST-480,263.97,March,2023
ORD-1807,2023-11-10,Keyboard,Accessories,5,57.75,North,Bank Transfer,CUST-397,288.75,November,2023
ORD-1668,2023-11-18,Notebook,Office,1,8.66,Central,Credit Card,CUST-393,8.66,November,2023
ORD-1133,2023-11-02,Mouse,Accessories,6,31.85,North,Bank Transfer,CUST-189,191.1,November,2023
ORD-1894,2023-04-11,Mouse,Accessories,2,32.07,North,Debit Card,CUST-117,64.14,April,2023
ORD-1408,2023-07-16,USB Hub,Accessories,10,40.1,East,Debit Card,CUST-120,401.0,July,2023
ORD-1764,2023-11-08,Headphones,Accessories,10,90.19,Central,Debit Card,CUST-386,901.9,November,2023
ORD-1507,2023-09-17,Monitor,Electronics,6,316.79,East,Cash,CUST-255,1900.74,September,2023
ORD-2009,2023-01-05,Webcam,Electronics,7,73.75,East,Bank Transfer,CUST-236,516.25,January,2023
ORD-1504,2023-02-09,Notebook,Office,7,8.66,South,Bank Transfer,CUST-447,60.62,February,2023
ORD-1767,2023-01-18,Monitor,Electronics,7,331.6,West,Credit Card,CUST-431,2321.2,January,2023
ORD-1347,2023-09-19,Headphones,Accessories,4,93.5,South,Cash,CUST-396,374.0,September,2023
ORD-1386,2023-08-15,USB Hub,Accessories,8,46.48,East,Bank Transfer,CUST-281,371.84,August,2023
ORD-1000,2023-01-24,Mouse,Accessories,9,39.49,West,Bank Transfer,CUST-462,355.41,January,2023
ORD-1360,2023-05-12,Charger,Accessories,3,27.17,North,Cash,CUST-396,81.51,May,2023
ORD-1820,2023-06-13,Notebook,Office,9,13.25,North,Cash,CUST-477,119.25,June,2023
ORD-1475,2023-12-29,Desk Lamp,Office,7,37.0,East,Bank Transfer,CUST-343,259.0,December,2023
ORD-2097,2023-10-26,Headphones,Accessories,5,75.62,Central,PayPal,CUST-233,378.1,October,2023
ORD-1888,2023-04-26,USB Hub,Accessories,6,46.6,West,Credit Card,CUST-324,279.6,April,2023
ORD-1952,2023-11-07,Charger,Accessories,2,25.8,West,Bank Transfer,CUST-344,51.6,November,2023
ORD-1861,2023-02-07,Monitor,Electronics,2,328.81,North,Debit Card,CUST-127,657.62,February,2023
ORD-1705,2023-07-02,Charger,Accessories,8,34.56,Central,Credit Card,CUST-380,276.48,July,2023
ORD-1172,2023-03-08,Charger,Accessories,3,17.73,West,Bank Transfer,CUST-225,53.19,March,2023
ORD-1450,2023-06-21,Mouse,Accessories,10,33.54,West,Bank Transfer,CUST-479,335.4,June,2023
ORD-1125,2023-05-21,Desk Lamp,Office,1,44.93,West,Debit Card,CUST-487,44.93,May,2023
ORD-2036,2023-03-07,Mouse,Accessories,1,26.88,South,PayPal,CUST-450,26.88,March,2023
ORD-1530,2023-11-09,Monitor,Electronics,9,323.18,North,Bank Transfer,CUST-109,2908.62,November,2023
ORD-1090,2023-02-28,Monitor,Electronics,1,326.01,West,PayPal,CUST-289,326.01,February,2023
ORD-2191,2023-05-20,Webcam,Electronics,3,84.16,North,PayPal,CUST-141,252.48,May,2023
ORD-1181,2023-07-30,Monitor,Electronics,9,333.58,Central,Bank Transfer,CUST-285,3002.22,July,2023
ORD-2147,2023-11-09,Keyboard,Accessories,1,55.27,North,PayPal,CUST-352,55.27,November,2023
ORD-1414,2023-10-20,Laptop,Electronics,2,948.55,West,Cash,CUST-245,1897.1,October,2023
ORD-1251,2023-03-22,Laptop,Electronics,8,948.14,South,PayPal,CUST-348,7585.12,March,2023
ORD-1069,2023-03-16,Monitor,Electronics,7,333.1,East,Cash,CUST-142,2331.7,March,2023
ORD-1131,2023-06-16,Headphones,Accessories,3,91.9,West,Debit Card,CUST-239,275.7,June,2023
ORD-1300,2023-12-27,Notebook,Office,4,21.37,North,Credit Card,CUST-257,85.48,December,2023
ORD-2177,2023-01-22,Desk Lamp,Office,9,34.58,East,PayPal,CUST-148,311.22,January,2023
ORD-1326,2023-03-29,Desk Lamp,Office,2,37.54,East,Debit Card,CUST-122,75.08,March,2023
ORD-2135,2023-06-10,Monitor,Electronics,7,319.14,Central,Debit Card,CUST-461,2233.98,June,2023
ORD-1903,2023-02-17,Monitor,Electronics,5,322.54,West,Debit Card,CUST-467,1612.7,February,2023
ORD-1499,2023-09-06,Charger,Accessories,4,16.95,East,Cash,CUST-447,67.8,September,2023
ORD-1755,2023-12-10,Charger,Accessories,4,16.09,South,PayPal,CUST-222,64.36,December,2023
ORD-1364,2023-03-20,USB Hub,Accessories,3,36.63,North,Debit Card,CUST-211,109.89,March,2023
ORD-1495,2023-06-08,Charger,Accessories,7,31.91,Central,Cash,CUST-477,223.37,June,2023
ORD-2191,2023-05-20,Webcam,Electronics,3,84.16,North,PayPal,CUST-141,252.48,May,2023
ORD-1338,2023-09-26,Desk Lamp,Office,5,40.73,West,Bank Transfer,CUST-202,203.65,September,2023
ORD-1421,2023-03-19,Monitor,Electronics,5,328.78,South,Bank Transfer,CUST-215,1643.9,March,2023
ORD-1164,2023-08-31,Notebook,Office,2,21.93,South,Credit Card,CUST-434,43.86,August,2023
ORD-1516,2023-07-12,Notebook,Office,2,14.41,West,Cash,CUST-492,28.82,July,2023
ORD-1193,2023-04-19,Laptop,Electronics,5,964.89,East,Cash,CUST-362,4824.45,April,2023
ORD-1974,2023-07-16,Charger,Accessories,3,25.76,North,Debit Card,CUST-413,77.28,July,2023
ORD-1890,2023-09-23,Desk Lamp,Office,1,39.09,North,PayPal,CUST-262,39.09,September,2023
ORD-1169,2023-08-10,Desk Lamp,Office,1,32.91,West,Cash,CUST-351,32.91,August,2023
ORD-1809,2023-12-22,Headphones,Accessories,8,92.65,South,Credit Card,CUST-368,741.2,December,2023
ORD-1652,2023-09-17,Monitor,Electronics,5,320.81,East,Credit Card,CUST-273,1604.05,September,2023
ORD-1173,2023-10-12,Desk Lamp,Office,3,28.15,Central,Credit Card,CUST-114,84.45,October,2023
ORD-2041,2023-10-13,USB Hub,Accessories,7,34.42,West,Bank Transfer,CUST-340,240.94,October,2023
ORD-1838,2023-03-04,Headphones,Accessories,10,88.89,Central,PayPal,CUST-373,888.9,March,2023
ORD-1491,2023-09-18,Notebook,Office,7,20.7,South,Credit Card,CUST-421,144.9,September,2023
ORD-1073,2023-03-31,Keyboard,Accessories,8,59.22,Central,Bank Transfer,CUST-443,473.76,March,2023
ORD-2174,2023-06-26,USB Hub,Accessories,7,46.22,South,Credit Card,CUST-493,323.54,June,2023
ORD-1587,2023-06-13,Notebook,Office,4,7.62,North,Debit Card,CUST-123,30.48,June,2023
ORD-1657,2023-01-23,Monitor,Electronics,10,330.16,East,PayPal,CUST-323,3301.6,January,2023
ORD-1234,2023-01-16,Monitor,Electronics,10,320.9,East,Debit Card,CUST-254,3209.0,January,2023
ORD-1214,2023-11-08,Notebook,Office,2,9.99,East,Credit Card,CUST-124,19.98,November,2023
ORD-1162,2023-03-20,Laptop,Electronics,7,963.34,North,Bank Transfer,CUST-341,6743.38,March,2023
ORD-1132,2023-07-15,Webcam,Electronics,3,68.52,North,Cash,CUST-312,205.56,July,2023
ORD-1887,2023-12-30,Headphones,Accessories,8,92.4,North,Cash,CUST-182,739.2,December,2023
ORD-1652,2023-09-17,Monitor,Electronics,5,320.81,East,Credit Card,CUST-273,1604.05,September,2023
ORD-2136,2023-03-30,Monitor,Electronics,6,333.15,Central,Cash,CUST-339,1998.9,March,2023
ORD-1185,2023-01-27,Charger,Accessories,3,18.51,East,Credit Card,CUST-323,55.53,January,2023
ORD-1041,2023-05-22,Notebook,Office,5,15.27,South,Cash,CUST-474,76.35,May,2023
ORD-1692,2023-04-13,USB Hub,Accessories,2,49.47,West,PayPal,CUST-321,98.94,April,2023
ORD-1108,2023-01-16,Webcam,Electronics,10,68.6,Central,PayPal,CUST-183,686.0,January,2023
ORD-1974,2023-07-16,Charger,Accessories,3,25.76,North,Debit Card,CUST-413,77.28,July,2023
ORD-1568,2023-09-20,Desk Lamp,Office,4,36.77,East,Credit Card,CUST-343,147.08,September,2023
ORD-1737,2023-06-01,Mouse,Accessories,10,37.13,West,Bank Transfer,CUST-491,371.3,June,2023
ORD-2084,2023-10-26,Keyboard,Accessories,8,61.03,East,Bank Transfer,CUST-233,488.24,October,2023
ORD-1893,2023-05-09,Charger,Accessories,6,25.93,East,Cash,CUST-308,155.58,May,2023
ORD-1483,2023-12-10,Headphones,Accessories,6,82.77,East,Cash,CUST-493,496.62,December,2023
ORD-1468,2023-06-08,Headphones,Accessories,7,92.85,Central,Debit Card,CUST-397,649.95,June,2023
ORD-1024,2023-05-24,Charger,Accessories,9,23.13,South,Credit Card,CUST-359,208.17,May,2023
ORD-1857,2023-09-27,Notebook,Office,5,8.22,South,Debit Card,CUST-410,41.1,September,2023
ORD-1772,2023-07-07,Desk Lamp,Office,3,25.92,West,Debit Card,CUST-169,77.76,July,2023
ORD-2160,2023-12-27,Keyboard,Accessories,5,59.74,West,Cash,CUST-239,298.7,December,2023
ORD-1367,2023-04-01,Laptop,Electronics,9,963.42,East,Bank Transfer,CUST-244,8670.78,April,2023
ORD-1366,2023-02-08,Laptop,Electronics,1,959.91,East,Debit Card,CUST-198,959.91,February,2023
ORD-1963,2023-06-13,Notebook,Office,6,23.96,Central,Bank Transfer,CUST-312,143.76,June,2023
ORD-2125,2023-12-28,Headphones,Accessories,6,88.19,West,Debit Card,CUST-127,529.14,December,2023
ORD-1383,2023-08-14,Notebook,Office,10,17.91,South,Credit Card,CUST-444,179.1,August,2023
ORD-1998,2023-06-30,Headphones,Accessories,10,87.37,North,Bank Transfer,CUST-322,873.7,June,2023
ORD-1717,2023-04-06,Notebook,Office,7,16.17,Central,Credit Card,CUST-339,113.19,April,2023
ORD-1454,2023-10-13,Headphones,Accessories,1,85.23,South,Bank Transfer,CUST-201,85.23,October,2023
ORD-1264,2023-05-20,USB Hub,Accessories,8,33.07,West,Credit Card,CUST-369,264.56,May,2023
ORD-1868,2023-12-15,Notebook,Office,4,19.79,Central,Credit Card,CUST-258,79.16,December,2023
ORD-1232,2023-03-14,Webcam,Electronics,10,66.47,East,Credit Card,CUST-261,664.7,March,2023
ORD-1395,2023-06-08,Mouse,Accessories,5,22.71,South,Cash,CUST-260,113.55,June,2023
ORD-1849,2023-10-10,Monitor,Electronics,6,331.95,West,Debit Card,UNKNOWN,1991.7,October,2023
ORD-1176,2023-10-15,Desk Lamp,Office,7,44.21,North,Cash,CUST-241,309.47,October,2023
ORD-1018,2023-08-01,Laptop,Electronics,6,949.05,South,Credit Card,CUST-334,5694.3,August,2023
ORD-1168,2023-02-17,Mouse,Accessories,8,38.84,East,Bank Transfer,CUST-191,310.72,February,2023
ORD-1934,2023-11-25,Charger,Accessories,7,19.37,South,Credit Card,CUST-256,135.59,November,2023
ORD-1781,2023-07-09,Headphones,Accessories,10,82.86,Central,Credit Card,CUST-469,828.6,July,2023
ORD-1595,2023-08-30,USB Hub,Accessories,10,35.12,East,Cash,CUST-420,351.2,August,2023
ORD-1061,2023-10-28,Mouse,Accessories,4,31.65,East,Credit Card,CUST-398,126.6,October,2023
ORD-1272,2023-12-14,Monitor,Electronics,7,318.42,East,Cash,UNKNOWN,2228.94,December,2023
ORD-1101,2023-11-11,Desk Lamp,Office,10,40.64,South,Cash,CUST-210,406.4,November,2023
ORD-1278,2023-06-07,Laptop,Electronics,4,954.78,Central,Cash,CUST-278,3819.12,June,2023
ORD-1965,2023-08-27,Keyboard,Accessories,3,69.13,Central,Bank Transfer,CUST-193,207.39,August,2023
ORD-1694,2023-06-11,Mouse,Accessories,6,38.41,Central,PayPal,CUST-376,230.46,June,2023
ORD-1368,2023-11-18,Webcam,Electronics,1,82.94,East,Bank Transfer,CUST-187,82.94,November,2023
ORD-2151,2023-05-23,USB Hub,Accessories,5,37.31,North,Debit Card,CUST-163,186.55,May,2023
ORD-1735,2023-06-17,Desk Lamp,Office,9,41.03,East,Bank Transfer,CUST-482,369.27,June,2023
ORD-1939,2023-07-27,Mouse,Accessories,2,39.62,East,Cash,CUST-180,79.24,July,2023
ORD-1987,2023-09-13,Keyboard,Accessories,10,61.16,North,PayPal,CUST-407,611.6,September,2023
ORD-1820,2023-06-13,Notebook,Office,9,13.25,North,Cash,CUST-477,119.25,June,2023
ORD-1916,2023-01-22,Notebook,Office,2,17.31,Central,Credit Card,CUST-477,34.62,January,2023
ORD-1547,2023-09-28,Desk Lamp,Office,3,40.27,Central,Bank Transfer,CUST-255,120.81,September,2023
ORD-2013,2023-05-16,USB Hub,Accessories,8,40.67,North,Debit Card,CUST-295,325.36,May,2023
ORD-1191,2023-10-23,Mouse,Accessories,1,38.97,Central,Cash,CUST-161,38.97,October,2023
ORD-1456,2023-07-17,USB Hub,Accessories,10,46.87,North,Debit Card,CUST-202,468.7,July,2023
ORD-1393,2023-09-17,Monitor,Electronics,1,321.22,East,Bank Transfer,CUST-157,321.22,September,2023
ORD-1675,2023-10-07,Mouse,Accessories,3,32.98,East,Credit Card,CUST-396,98.94,October,2023
ORD-1760,2023-12-14,Desk Lamp,Office,3,34.46,Central,Debit Card,CUST-225,103.38,December,2023
ORD-1309,2023-08-12,Headphones,Accessories,10,89.29,South,PayPal,CUST-139,892.9,August,2023
ORD-1728,2023-11-05,Headphones,Accessories,6,94.4,North,Debit Card,CUST-367,566.4,November,2023
ORD-1419,2023-09-01,Webcam,Electronics,4,82.89,West,PayPal,CUST-451,331.56,September,2023
ORD-1375,2023-10-17,Desk Lamp,Office,2,26.96,West,Cash,CUST-358,53.92,October,2023
ORD-1412,2023-01-22,Mouse,Accessories,5,27.45,West,Bank Transfer,CUST-159,137.25,January,2023
ORD-1074,2023-02-26,Desk Lamp,Office,6,28.36,Central,Cash,CUST-144,170.16,February,2023
ORD-2198,2023-01-26,Mouse,Accessories,6,21.71,Central,Debit Card,CUST-237,130.26,January,2023
ORD-1991,2023-02-16,Desk Lamp,Office,6,32.76,West,Debit Card,CUST-288,196.56,February,2023
ORD-1500,2023-04-09,Keyboard,Accessories,2,52.56,North,PayPal,CUST-113,105.12,April,2023
ORD-1919,2023-01-24,Mouse,Accessories,8,31.45,West,Debit Card,CUST-455,251.6,January,2023
ORD-1616,2023-03-04,USB Hub,Accessories,8,46.61,Central,Credit Card,CUST-158,372.88,March,2023
ORD-1114,2023-02-25,Laptop,Electronics,4,964.83,West,Debit Card,CUST-400,3859.32,February,2023
ORD-1601,2023-11-12,Charger,Accessories,6,15.39,North,Debit Card,CUST-282,92.34,November,2023
ORD-1604,2023-01-10,USB Hub,Accessories,4,37.61,East,Bank Transfer,CUST-128,150.44,January,2023
ORD-2054,2023-08-31,Charger,Accessories,2,16.96,East,Bank Transfer,CUST-231,33.92,August,2023
ORD-1089,2023-09-27,Mouse,Accessories,4,28.24,Central,Credit Card,CUST-318,112.96,September,2023
ORD-1945,2023-03-22,USB Hub,Accessories,10,42.42,Central,Credit Card,CUST-490,424.2,March,2023
ORD-1277,2023-12-08,Desk Lamp,Office,7,32.95,South,PayPal,CUST-345,230.65,December,2023
ORD-1753,2023-01-30,Notebook,Office,6,24.01,West,PayPal,CUST-220,144.06,January,2023
ORD-1498,2023-06-24,Desk Lamp,Office,5,28.62,West,Bank Transfer,CUST-355,143.1,June,2023
